original_id,පාලි වචනය,කෙටි ව්‍යා,පද බෙදීම,සිංහල තේරුම,සංඥා නාම විස්තරය ,ව්‍යාකරණ විස්තරය ,නිරුක්තිය
37069,පච්ඡතො 2,නි,(පච්ඡා+තො),පිටුපසින්,,නිෂ්පන්නය: තද්ධිත (තො),
37070,පච්ඡතොගමනසික්ඛාපද,න,(පච්ඡතො+ගමන+සික්ඛාපද),සෙඛිය ශික්ෂාපදය (71),,,
37071,පච්ඡතොපිස්ස,සන්ධි,(පච්ඡතො+අපි+අස්ස),පිටුපසින් තිබෙනු ඇත,,,
37072,පච්ඡද,පු,ප √ඡද් (ප+√ඡද්+අ),ආවරණය; ඇඳගැන්වීම,,නිෂ්පන්නය: කිත (අ),
37073,පච්ඡන්න,අකෘ,ප √ඡද්,වැසුණු,,,
37074,පච්ඡා 1,නි,(පච්ඡ+ආ),පසුව,,,
37075,පච්ඡා 2,නි,(පච්ඡ+ආ),පිටුපස,,,
37076,පච්ඡා 3,නි,(පච්ඡ+ආ),බටහිර,,,
37077,පච්ඡා 4,නි,(පච්ඡ+ආ),පිටුපසින්,,,
70214,පච්ඡාගමන,න,(පච්ඡා+ගමන),ආපසු යාම,,සමාසය: කම්මධාරය,
37078,පච්ඡාජාත,විශේ,(පච්ඡා+ජාත),පසුව ඉපදුණු,,සමාසය: කම්මධාරය,
37079,පච්ඡාතප,පු,(පච්ඡා+ආතප),අවසාන සූර්ය කිරණ,,සමාසය: කම්මධාරය,
37080,පච්ඡාද 1,පු,ප √ඡද් (ප+√ඡද් > ඡාද්+*අ),ආවරණය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: අ > ආ,
37081,පච්ඡාද 2,පු,ප √ඡද්,රථයේ ආවරණය,,,
37082,පච්ඡානින්න,විශේ,(පච්ඡා+නින්න),බටහිරට බෑවුම්,,සමාසය: දුතියා තප්පුරිස,
37083,පච්ඡානිපාතී,විශේ,(පච්ඡා+නිපාතී),පසුව නිදාගන්නා,,සමාසය: කම්මධාරය,
37084,පච්ඡානුතප්පති,වකා,(පච්ඡා+අනුතප්පති),පසුව පසුතැවෙයි,,,
37085,පච්ඡානුතප්පි,අතී,,පසුව පසුතැවුනි,,,
37086,පච්ඡානුතාප,පු,,පසුතැවීම,,,
37087,පච්ඡානුතාපී,විශේ,(පච්ඡා+අනුතාපී),පසුව පසුතැවෙන,,,
37088,පච්ඡාපබ්භාර,විශේ,(පච්ඡා+පබ්භාර),බටහිරට බෑවුම් (37082 හා සම),,සමාසය: දුතියා තප්පුරිස,
37089,පච්ඡාපුරෙ,නි,(පච්ඡා+පුරෙ),අඛණ්ඩව,,සමාසය: අබ්යයීභාව,
37090,පච්ඡාපුරෙසඤ්ඤා,ඉ,(පච්ඡාපුරෙ+සඤ්ඤා),අඛණ්ඩ දැනුවත්භාවය,,සමාසය: අලුත්ත සත්තමී තප්පුරිස,
37091,පච්ඡාපුරෙසඤ්ඤී,විශේ,(පච්ඡා+පුරෙ+සඤ්ඤී),අඛණ්ඩ දැනුවත්,,සමාසය: කම්මධාරය,
37092,පච්ඡාපොණ,විශේ,(පච්ඡා+පොණ),බටහිරට බෑවුම් (37082 හා සම),,සමාසය: දුතියා තප්පුරිස,
37093,පච්ඡාබාහං,නි,(පච්ඡා+බාහා+අං),අත් පිටුපසින් බැඳගත්,,,
37094,පච්ඡාබාහුං,නි,(පච්ඡා+බාහු+උං),අත් පිටුපසින් බැඳගත් (37093 හා සම),,,
37095,පච්ඡාභත්තං,නි,(පච්ඡා+භත්ත+අං),ආහාරයෙන් පසු,,සමාසය: අබ්යයීභාව,
37096,පච්ඡාභත්තික,පු,,දිවා ආහාරයෙන් පසු ආහාර ප්‍රතික්ෂේප කරන,,,
37097,පච්ඡාභාග,පු,(පච්ඡා+භාග),පිටුපස කොටස,,,
37098,පච්ඡාභාගෙ,නි,(පච්ඡා+භාග+එ),පසුව,,සමාසය: කම්මධාරය,
37099,පච්ඡාභිනිබ්බත්ත,විශේ,(පච්ඡා+අභිනිබ්බත්ත),පසුව නිපදවන ලද,,සමාසය: කම්මධාරය,
37100,පච්ඡාභිමුඛ,විශේ,(පච්ඡා+අභිමුඛ),බටහිරට මුහුණලා,,සමාසය: තතියා තප්පුරිස,
37101,පච්ඡාභූම,පු,(පච්ඡා+භූම),බටහිර ප්‍රදේශය,,සමාසය: කම්මධාරය,
37102,පච්ඡාභූමක,විශේ,(පච්ඡා+භූම+ක),බටහිර දේශයෙන්,,නිෂ්පන්නය: තද්ධිත (ක),
37103,පච්ඡාභූමගමික,විශේ,(පච්ඡාභූම+ගමික),බටහිර දේශයට යන,,සමාසය: දුතියා තප්පුරිස > බහුබ්බීහි,
37104,පච්ඡාමුඛ,විශේ,(පච්ඡා+මුඛ),බටහිරට මුහුණලා (37100 හා සම),,සමාසය: කම්මධාරය > බහුබ්බීහි,
37105,පච්ඡායා,ඉ,(ප+ඡායා),සෙවනැති ස්ථානය,,,
37106,පච්ඡාලි,ඉ,(පච්ඡා+ආලි),පිටුපස,,,
37107,පච්ඡාලියං ඛිපති,භා,,(අවිනිශ්චිත),,,
37111,පච්ඡාවචනීය,න,(පච්ඡා+වචනීය),පසුව කිව යුතු දේ,,සමාසය: කම්මධාරය,
37112,පච්ඡාවිප්පටිසාරී,විශේ,(පච්ඡා+විප්පටිසාරී),පසුව පසුතැවෙන,,සමාසය: කම්මධාරය,
37109,පච්ඡාසං,සන්ධි,(පච්ඡා+එසං),පසුව ඔවුන්ට,,,
37108,පච්ඡාසමණ,පු,(පච්ඡා+සමණ),පසුව යන භික්ෂුව,,සමාසය: කම්මධාරය,
37110,පච්ඡාස්ස,සන්ධි,(පච්ඡා+අස්ස),පසුව ඔහුට,,,
37113,පච්ඡි,ඉ,,වේවැල් කූඩය,,,
GAP3-417,පච්ඡිකා,ඉ,(පච්ඡි+කා),කුඩා කූඩය,,නිෂ්පන්නය: තද්ධිත (කා),
37114,පච්ඡිජ්ජති,වකා,ප √ඡිද්,කැපී යයි,,,
37115,පච්ඡිජ්ජන,න,ප √ඡිද්,බාධාව,,,
37116,පච්ඡිජ්ජි,අතී,ප √ඡිද්,කැපී ගියේය,,,
37117,පච්ඡිජ්ජිත්වා,පූ,ප √ඡිද්,කැපී ගිය,,,
37118,පච්ඡින්දති,වකා,ප √ඡිද්,කඩා දමයි,,,
37119,පච්ඡින්දන්ත,මික්‍රි,ප √ඡිද් (ප+ඡින්ද+න්ත),කඩා දමන,,පදනම: √ඡිද්+ංඅ > ඡින්ද | නිෂ්පන්නය: කිත (න්ත) | ශබ්ද වෙනස: ද්ං > න්ද් (වර්ණ විපර්යාසය),
37120,පච්ඡින්දි,අතී,ප √ඡිද්,කඩා දැම්මේය,,,
37121,පච්ඡින්දිත්වා,පූ,ප √ඡිද්,කඩා දැම,,,
37122,පච්ඡින්න 1,අකෘ,ප √ඡිද්,කැපුණු,,,
37123,පච්ඡින්න 2,අකෘ,ප √ඡිද්,කඩා දැමූ,,,
70837,පච්ඡිම 1,විශේ,(පච්ඡා+ඉම),අවසාන,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
37126,පච්ඡිම 2,විශේ,(පච්ඡා+ඉම),බටහිර,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
37127,පච්ඡිම 3,විශේ,(පච්ඡා+ඉම),අවසාන,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
37128,පච්ඡිම 4,විශේ,(පච්ඡා+ඉම),අවම,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
37129,පච්ඡිම 5,විශේ,(පච්ඡා+ඉම),අනාගත,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
37125,පච්ඡිම 6,න,(පච්ඡා+ඉම),පසුව කියන ලද,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
72975,පච්ඡිම 7,විශේ,(පච්ඡා+ඉම),පහත්ම,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
73401,පච්ඡිම 8,පු,(පච්ඡා+ඉම),පසුපස පුද්ගලයා,,නිෂ්පන්නය: තද්ධිත (ඉම),"පච්ඡාභවො පච්ඡිමො. පච්ඡා ජාතො පච්ඡිමො. (පසුව ඇති, හෝ පසුව උපන් බැවින් 'පච්ඡිම' (අන්තිම/බටහිර) නම් වේ)"
37124,පච්ඡිම කාල,භා,,(අවිනිශ්චිත),,,
37130,පච්ඡිමක 1,විශේ,(පච්ඡා+ඉම+ක),අවසාන,,නිෂ්පන්නය: තද්ධිත (ක),
37131,පච්ඡිමක 2,විශේ,(පච්ඡ+ඉම+ක),අවම,,නිෂ්පන්නය: තද්ධිත (ක),
37132,පච්ඡිමක 3,විශේ,(පච්ඡ+ඉම+ක),පසුව,,නිෂ්පන්නය: තද්ධිත (ක),
37133,පච්ඡිමකථා,ඉ,(පච්ඡිම+කථා),පසුව කී කථාව,,සමාසය: කම්මධාරය,
37134,පච්ඡිමකාය,පු,(පච්ඡිම+කාය),පසුපස කය,,සමාසය: කම්මධාරය,
37135,පච්ඡිමකොටි,ඉ,(පච්ඡිම+කොටි),අවසාන කොටස,,සමාසය: කම්මධාරය,
37136,පච්ඡිමන්ත,පු,(පච්ඡිම+අන්ත),බටහිර පැත්ත,,සමාසය: කම්මධාරය,
37137,පච්ඡිමභවික,විශේ,,අවසාන භවයේ,,,
37140,පච්ඡිමවොහාර,පු,(පච්ඡිම+වොහාර),පසුකාලීන කථන ක්‍රමය,,සමාසය: කම්මධාරය,
37138,පච්ඡිමසුත්තපවර,න,(පච්ඡිම+සුත්ත+පවර),අවසාන කථාව,,සමාසය: කම්මධාරය,
37139,පච්ඡිමසොපානකළෙවර,න,(පච්ඡිම+සොපාන+කළෙවර),පඩිපෙළේ අවසාන පඩිය,,සමාසය: කම්මධාරය,
73454,පච්ඡිමා ජනතා,භා,(පච්ඡිමා+ජනතා),-,,,
37141,පච්ඡිමාජනතා,ඉ,(පච්ඡිම+ජනතා),අනාගත පරම්පරාව,,සමාසය: කම්මධාරය,
37142,පච්ඡිමාභිමුඛ,විශේ,(පච්ඡිම+අභිමුඛ),බටහිරට මුහුණලා,,සමාසය: තතියා තප්පුරිස,
37143,පච්ඡිමිත,විශේ,(පච්ඡ > පච්ඡි+මිත),අවම,,ශබ්ද වෙනස: අ > ඉ,
37144,පච්ඡිමෙ කාලෙ,භා,,(අවිනිශ්චිත),,,
GAP3-418,පච්ඡිමෙන,ind,(පච්ඡා+ඉම+එන),බස්නාහිර දෙසට,,,
37145,පච්ඡිමො කාලො,භා,,(අවිනිශ්චිත),,,
73069,පච්ඡිසීස,විශේ,(පච්ඡි+සීස),කූඩුවක් වැනි හිසක් ඇති,,සමාසය: කම්මධාරය,
37146,පච්ඡෙදන,න,ප √ඡිද්,කැපීම,,,
36742,පචාපෙත්වා,පූ,√පච්,පිසින්නට සලස්වා,,,
36741,පචාපෙති,වකා,√පච් (පචාපෙ+ති),පිසින්නට සලස්වයි,,"පදනම: √පච්+ආපෙ > පාචාපෙ > පචාපෙ (ප්‍රයෝජක, අනියම්)",
36743,පචාපෙන්ත,මික්‍රි,√පච් (පචාපෙ+න්ත),වධ කිරීමට සලස්වන,,"පදනම: √පච්+ආපෙ > පාචාපෙ > පචාපෙ (ප්‍රයෝජක, අනියම්) | නිෂ්පන්නය: කිත (න්ත)",
36744,පචාපෙසි,අතී,√පච්,පිසින්නට සලස්වීය,,,
36745,පචාර,පු,ප √චර් (ප+√චර් > චාර්+*අ),සේවකයා,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: අ > ආ,
36746,පචාරක,පු,,ප්‍රකාශකයා,,,
36747,පචාරයති,වකා,ප √චර් (ප+චාරය+ති),සොයයි,,පදනම: √චර්+*අය > චාරය (ප්‍රයෝජක),
36748,පචාරිත,අකෘ,ප √චර්,ප්‍රචාරය කරන ලද,,,
36750,පචාරෙත්වා,පූ,ප √චර්,ප්‍රචාරය කර,,,
36749,පචාරෙති,වකා,ප √චර්,ප්‍රචාරය කරයි,,,
36751,පචාරෙසි,අතී,ප √චර්,ප්‍රචාරය කළේය,,,
36752,පචාලක 1,විශේ,ප √චල් (ප+√චල් > චාල්+*අක),සොලවෙන,,නිෂ්පන්නය: කිත (*අක) | ශබ්ද වෙනස: අ > ආ,
36753,පචාලක 2,විශේ,ප √චල්,සොලවෙන (36752 හා සම),,,
GAP3-420,පචාලන,න,ප √චල් (ප+චාලෙ+අන),සෙලවීම,,පදනම: √චල්+*එ > චාලෙ (ප්‍රයෝජක),
71548,පචාලෙසි,අතී,ප √චල් (ප+චාලෙ+සි),නිදිමතින් ඇල විය,,පදනම: √චල්+*එ > චාලෙ (ප්‍රයෝජක),
36754,පචි,අතී,√පච් (√පච්+ඉ),පිසුවේය,,,
36755,පචිත,අකෘ,√පච්,පිසූ,,,
36756,පචිතබ්බ,කි,√පච්,පිසිය යුතුය,,,
36757,පචිත්වා,පූ,√පච්,පිසී,,,
36758,පචිත්වාන,පූ,√පච් (√පච්+ඉත්වාන),පිසී (36757 හා සම),,,
36759,පචිනන්ත 1,මික්‍රි,ප √චි (ප+චිනා+න්ත),ලබාගන්නා,,පදනම: √චි+නා > චිනා | නිෂ්පන්නය: කිත (න්ත),
36760,පචිනන්ත 2,මික්‍රි,ප √චි (ප+චිනා+න්ත),වෙන්කර හඳුනාගන්නා,,පදනම: √චි+නා > චිනා | නිෂ්පන්නය: කිත (න්ත),
36761,පචිනාති,වකා,ප √චි,රැස්කරයි,,,
36762,පචිනි,අතී,ප √චි,රැස්කළේය,,,
36763,පචීයති,වකා,ප √චි,රැස් වේ,,,
36764,පචුර,විශේ,,බොහෝ,,,"පචි විත්ථාරෙ උරො, පචුරං. (විහිදුනු (බහුල) බැවින් 'පචුර' නම් වේ)"
36765,පචුරත්ථ,විශේ,(පචුර+අත්ථ),සාර්ථක,,සමාසය: කම්මධාරය,
36766,පචුරත්ථතා,ඉ,(පචුර+අත්ථ+තා),සාර්ථකත්වය,,නිෂ්පන්නය: තද්ධිත (තා),
36767,පචෙතන,පු,ප √චිත් (ප+චෙතෙ+අනා+අ),රජෙකුගේ නම,පුරාණ රජෙකි; බෝධිසත්ත ඔහුගේ රථ ශිල්පියා විය.,පදනම: √චිත්+*එ > චෙතෙ | නිෂ්පන්නය: තද්ධිත (අ) | ශබ්ද වෙනස: ඉ > එ,
36768,පචෙස්සති,අකා,,තේරුම්ගන්නේය,,,
37147,පජග්ඝති,වකා,ප √ජග්ඝ්,සෙමින් සිනාසෙයි,,,
37148,පජග්ඝන,න,ප √ජග්ඝ්,සෙමින් සිනාසීම,,,
37149,පජග්ඝි,අතී,ප √ජග්ඝ්,සෙමින් සිනාසුනි,,,
37150,පජත්ථ,විශේ,(පජා+අත්ථ),වර්ධනය සඳහා,,,
37151,පජප්පති 1,වකා,ප √ජප්ප් (ප+ජප්ප+ති),ආශා කරයි,,පදනම: √ජප්ප්+අ > ජප්ප,
37152,පජප්පති 2,වකා,ප √ජප්ප්,පුවපුවා ගානවා,,,
70555,පජප්පතී,වකා,ප √ජප්ප් (ප+ජප්ප+ති > තී),ආශා කරයි,,පදනම: √ජප්ප්+අ > ජප්ප,
37153,පජප්පා,ඉ,ප √ජප්ප් (ප+√ජප්ප්+ආ),ආශාව,,නිෂ්පන්නය: කිත (ආ),
37154,පජප්පි,අතී,ප √ජප්ප්,පුවපුවාගෑවා,,,
37155,පජප්පිත,න,ප √ජප්ප් (ප+√ජප්ප්+ඉත),ආශා කළේය,,නිෂ්පන්නය: කිත (ඉත),
37156,පජහති,වකා,ප √හා (ප+ජහ+ති),අත්හරියි,,පදනම: √හා+හා+අ > ජහ | ශබ්ද වෙනස: හ් > ජ්,
37157,පජහන,න,,අත්හැරීම,,,
37158,පජහනක,විශේ,ප √හා,අත්හරින,,,
37159,පජහනත්ථාය,නි,(පජහන+අත්ථ+ආය),අත්හැරීම පිණිස,,සමාසය: ඡට්ඨී තප්පුරිස,
37160,පජහන්ත,මික්‍රි,ප √හා (ප+ජහ+න්ත),අත්හරින,,පදනම: √හා+හා+අ > ජහ | නිෂ්පන්නය: කිත (න්ත) | ශබ්ද වෙනස: හ් > ජ්,
69654,පජහාති,වකා,ප √හා (ප+ජහ+ති),අත්හරියි,,පදනම: √හා+හා+අ > ජහ | ශබ්ද වෙනස: හ් > ජ්,
37161,පජහාසි,අතී,ප √හා (ප+ජහ+ආසි),අත්හළේය,,පදනම: √හා+හා+අ > ජහ,
37162,පජහි,අතී,ප √හා (ප+ජහ+ඉ),අත්හළේය (37161 හා සම),,පදනම: √හා+හා+අ > ජහ | ශබ්ද වෙනස: හ් > ජ්,
37163,පජහිත,අකෘ,ප √හා,අත්හළ,,,
37165,පජහිත්වා,පූ,ප √හා (ප+ජහ+ඉත්වා),අත්හැර,,පදනම: √හා+හා+අ > ජහ | ශබ්ද වෙනස: හ් > ජ්,
72304,පජහිත්වාන,පූ,ප √හා (ප+ජහ+ඉත්වාන),අත්හළ,,පදනම: √හා+හා+අ > ජහ | ශබ්ද වෙනස: හ් > ජ්,
37164,පජහිතුං,අව්‍ය,ප √හා (ප+ජහ+ඉතුං),අත්හැරීමට,,පදනම: √හා+හා+අ > ජහ | ශබ්ද වෙනස: හ් > ජ්,
37166,පජහෙය්‍යාථ,සත්,,(අවිනිශ්චිත),,,
37192,පජ්ජ 1,පු,√පද් (√පද්+ය),මාර්ගය,,නිෂ්පන්නය: කිත (ය) | ශබ්ද වෙනස: ද්ය් > ජ්ජ්,
37193,පජ්ජ 2,විශේ,√පද් (√පද්+අ+ය),පාදවලට අයත්,,නිෂ්පන්නය: තද්ධිත (ය) | ශබ්ද වෙනස: දය් > ද්ය් > ජ්ජ්,
37194,පජ්ජ 3,න,√පද් (√පද්+අ+ය),පාදවලට තෙල්,,නිෂ්පන්නය: තද්ධිත (ය) | ශබ්ද වෙනස: දය් > ද්ය් > ජ්ජ්,
37195,පජ්ජ 4,න,√පද්,ගාථාව,,,
37196,පජ්ජති,වකා,√පද් (පජ්ජ+ති),ළඟාවෙයි,,පදනම: √පද්+ය > පජ්ජ | ශබ්ද වෙනස: ද්ය් > ජ්ජ්,
GAP3-435,පජ්ජන,න,√පද් (පජ්ජ+අන),ලඟාවීම,,පදනම: √පද්+ය > පජ්ජ,
37197,පජ්ජනික,න,,කෝලිය නගරයක නම,,,
37198,පජ්ජනෙල,න,,කෝලිය නගරයක නම (37197 හා සම),,,
37199,පජ්ජබන්ද,පු,,ගාථාව,,,
37200,පජ්ජලති,වකා,ප √ජල් (ප+ජල+ති),දැවෙයි,,පදනම: √ජල්+අ > ජල,
37201,පජ්ජලන,න,ප √ජල්,දැවීම,,,
37203,පජ්ජලන්ත,මික්‍රි,ප √ජල්,දැවෙන,,,
37202,පජ්ජලනා,ඉ,ප √ජල් (ප+√ජල්+අනා),දැවීම,,නිෂ්පන්නය: කිත (අනා),
37204,පජ්ජලි 1,අතී,ප √ජල් (ප+√ජල්+ඉ),ගිනිගත්තේය,,,
37205,පජ්ජලි 2,අතී,ප √ජල්,දැවුනි,,,
37206,පජ්ජලිත 1,අකෘ,ප √ජල් (ප+√ජල්+ඉත),දැවෙන,,නිෂ්පන්නය: කිත (ඉත),
37207,පජ්ජලිත 2,අකෘ,ප √ජල් (ප+√ජල්+ඉත),දැල්වූ,,නිෂ්පන්නය: කිත (ඉත),
37208,පජ්ජලිත්වා,පූ,ප √ජල් (ප+√ජල්+ඉත්වා),දැවී,,,
37209,පජ්ජාලිත,අකෘ,ප √ජල් (ප+ජාලෙ+ඉත),දැල්වූ,,පදනම: √ජල්+*එ > ජාලෙ (ප්‍රයෝජක) | නිෂ්පන්නය: කිත (ඉත),
37210,පජ්ජි,අතී,√පද් (පජ්ජ+ඉ),දුක් විඳියේය,,පදනම: √පද්+ය > පජ්ජ | ශබ්ද වෙනස: ද්ය් > ජ්ජ්,
37211,පජ්ජුන්න,පු,,වැසි දෙවියෙකුගේ නම,වර්ෂාවේ දෙවියා; ශක්‍රයාගේ අණට යටත්ව වැසි ඇතිකරයි. කෝකනදා හා චූල කෝකනදා ඔහුගේ දූවරු වේ.,,පළමු නිරුක්තිය: පජානං ලොකානං අන්නං භොජනං භවති එතෙනාති පජ්ජුන්නො. (මින් ලෝක වාසීන්ට ආහාරය ලැබෙන (හටගන්නා) බැවින් 'පජ්ජුන්න' (වර්ෂාදේවතාව) නම් වේ)  දෙවන නිරුක්තිය: පජ්ජති ගච්ඡතීති පජ්ජුන්නො. (ගමන් කරන බැවින්ද 'පජ්ජුන්න' නම් වේ)
37212,පජ්ජොත 1,පු,ප √ජුත් (ප+√ජුත් > ජොත්+*අ),පහන,පජ්ජෝත' — චණ්ඩ-පජ්ජෝත රජු (බලන්න); දුටුගැමුණු රජු ඉදිකළ වැවක්.,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: උ > ඔ,දීපො පදීපො පජ්ජොතො. (පහන (ආලෝකය) 'පජ්ජොත' නම් වේ)
37213,පජ්ජොත 2,පු,ප √ජුත් (ප+√ජුත් > ජොත්+*අ),ආලෝකය,පජ්ජෝත' — චණ්ඩ-පජ්ජෝත රජු (බලන්න); දුටුගැමුණු රජු ඉදිකළ වැවක්.,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: උ > ඔ,
72916,පජ්ජොත 3,පු,ප √ජුත් (ප+√ජුත් > ජොත්+*අ),රජෙකුගේ නම,පජ්ජෝත' — චණ්ඩ-පජ්ජෝත රජු; දුටුගැමුණු රජු ඉදිකළ වැවක්.,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: උ > ඔ,
37214,පජ්ජොතකර,පු,(පජ්ජොත+කර),ආලෝකකරු,,සමාසය: දුතියා තප්පුරිස,
37215,පජ්ජොතික,විශේ,ප √ජුත් (ප+√ජුත් > ජොත්+*අ+ඉක),දීප්තිමත්,,නිෂ්පන්නය: තද්ධිත (ඉක) | ශබ්ද වෙනස: උ > ඔ,
37216,පජ්ඣායති,වකා,ප √ඣා (ප+ඣාය+ති),කනස්සල්ල; අවපීඩනය,,පදනම: √ඣා+ය > ඣාය,
37217,පජ්ඣායන,න,ප √ඣා (ප+ඣාය+අන),කනස්සල්ල (37216 හා සම),,පදනම: √ඣා+ය > ඣාය | නිෂ්පන්නය: කිත (අන),
37218,පජ්ඣායන්ත,මික්‍රි,ප √ඣා (ප+ඣාය+න්ත),විෂාදයෙන් යුත්,,පදනම: √ඣා+ය > ඣාය | නිෂ්පන්නය: කිත (න්ත),
37219,පජ්ඣායි,අතී,ප √ඣා,ශෝකයෙන් ග්‍රස්ත වූයේය,,,
37220,පජ්ඣායිත,අකෘ,ප √ඣෙ (ප+ඣය+ඉත),ගිනිගත්,,පදනම: √ඣෙ+අ > ඣය | නිෂ්පන්නය: කිත (ඉත),
37167,පජා 1,ඉ,ප √ජන් (ප+√ජන්+ආ),දරුවා; සන්තානය,,නිෂ්පන්නය: කිත (ආ) | ශබ්ද වෙනස: අ > ආ,පකාරෙන ජාතත්තා පජා. (නොයෙක් අයුරින් උපත ලබන බැවින් 'පජා' (ප්‍රජාව) නම් වේ)
37168,පජා 2,ඉ,ප √ජන් (ප+√ජන්+ආ),ජනතාව,,නිෂ්පන්නය: කිත (ආ) | ශබ්ද වෙනස: අ > ආ,
37169,පජා 3,ඉ,ප √ජන් (ප+√ජන්+ආ),මිනිසුන්,,නිෂ්පන්නය: කිත (ආ) | ශබ්ද වෙනස: අ > ආ,
37170,පජාන,විශේ,ප √ඤා (ප+ජානා+අ),දන්නා,,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | නිෂ්පන්නය: කිත (අ) | ශබ්ද වෙනස: ඤ් > ජ්,
37171,පජානතා,මික්‍රි,ප √ඤා (ප+ජානා+න්ත+තා),දන්නා තැනැත්තා විසින්,,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | ශබ්ද වෙනස: ඤ් > ජ්,
37172,පජානන,න,ප √ඤා (ප+ජානා+අන),දැනගැනීම,,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | නිෂ්පන්නය: කිත (අන) | ශබ්ද වෙනස: ඤ් > ජ්,
37174,පජානන්ත,මික්‍රි,ප √ඤා (ප+ජානා+න්ත),දන්නා,,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | නිෂ්පන්නය: කිත (න්ත) | ශබ්ද වෙනස: ඤ් > ජ්,
37173,පජානනා,ඉ,ප √ඤා (ප+ජානා+අනා),දැනගැනීම (37172 හා සම),,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | නිෂ්පන්නය: කිත (අනා) | ශබ්ද වෙනස: ඤ් > ජ්,
37175,පජානාති,වකා,ප √ඤා (ප+ජානා+ති),දනියි,,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | ශබ්ද වෙනස: ඤ් > ජ්,
37176,පජානිත්වා,පූ,ප √ඤා (ප+ජානා+ඉත්වා),දැනගෙන,,පදනම: √ඤා+නා > ඤානා > ජානා (අනියම්) | ශබ්ද වෙනස: ඤ් > ජ්,
37177,පජාපතාභිනන්දී,විශේ,(පජාපති+අභිනන්දී),ප්‍රජාවේ දෙවියා ගැන සතුටු වන,,සමාසය: සත්තමී තප්පුරිස,
37178,පජාපති 1,පු,(පජා+පති),ප්‍රජාවේ දෙවියා,"පජාපති' — මාරයාට කියන නමකි (සියලු සත්ත්වයන් සිය බලයට යටත් කරගන්නා); දෙවි රජවරුන්ගෙන් කෙනෙක් (ශක්‍ර, වරුණ, ඊසාන සමඟ).",සමාසය: ඡට්ඨී තප්පුරිස,"පළමු නිරුක්තිය: පජානං සත්තානං පති සාමිභූතො පජාපති. (ප්‍රජාවගේ අධිපතියා 'පජාපති' නම් වේ)  දෙවන නිරුක්තිය: පජං පාලෙතීති වා පජාපති. (හෝ, ප්‍රජාව රකින තැනැත්තා 'පජාපති' නම් වේ)"
37179,පජාපති 2,ඉ,(පජා+පති),බිරිඳ,"පජාපති' — මාරයාට කියන නමකි (සියලු සත්ත්වයන් සිය බලයට යටත් කරගන්නා); දෙවි රජවරුන්ගෙන් කෙනෙක් (ශක්‍ර, වරුණ, ඊසාන සමඟ).",,
37180,පජාපතිගරහක,විශේ,(පජාපති+ගරහක),ප්‍රජාවේ දෙවියාට දොස් කියන,,සමාසය: දුතියා තප්පුරිස,
